,token,tag,tag_STTS,lemma_gold,baseline
100,verfügbaren,_,ADJA,verfügbar,verfügbaren
101,Schiffe,_,NN,Schiff,Schiffe
102,.,_,$.,.,.
103,Ich,_,PPER,ich,Ich
104,will,_,VMFIN,wollen,will
105,",",_,"$,",",",","
106,dass,_,KOUS,dass,dass
107,die,_,ART,der,die
108,0dyssey,_,NE,Odyssey,0dyssey
109,gefunden,_,VVPP,finden,gefunden
110,wird,_,VAFIN,werden,wird
111,.,_,$.,.,.
112,Sofort,_,ADV,sofort,Sofort
113,!,_,$.,!,!
114,Kefflin,_,NE,Kefflin,Kefflin
115,.,_,$.,.,.
116,War,_,VAFIN,sein,War
117,es,_,PPER,es,es
118,wirklich,_,ADV,wirklich,wirklich
119,nötig,_,ADJD,nötig,nötig
120,",",_,"$,",",",","
121,mich,_,PPER,ich,mich
122,so,_,ADV,so,so
123,zu,_,PTKZU,zu,zu
124,blamieren,_,VVINF,blamieren,blamieren
125,?,_,$.,?,?
126,Es,_,PPER,es,Es
127,gab,_,VVFIN,geben,gab
128,Gerüchte,_,NN,Gerücht,Gerüchte
129,wegen,_,APPR,wegen,wegen
130,der,_,ART,der,der
131,Stärke,_,NN,Stärke,Stärke
132,deiner,_,PPOSAT,dein,deiner
133,Führung,_,NN,Führung,Führung
134,.,_,$.,.,.
135,Jetzt,_,ADV,jetzt,Jetzt
136,werden,_,VAFIN,werden,werden
137,diese,_,PDAT,dieser,diese
138,Gerüchte,_,NN,Gerücht,Gerüchte
139,aufhören,_,VVINF,aufhören,aufhören
140,.,_,$.,.,.
141,Und,_,KON,und,Und
142,?,_,$.,?,?
143,Wirst,_,VAFIN,werden,Wirst
144,du,_,PPER,du,du
145,es,_,PPER,es,es
146,so,_,ADV,so,so
147,lassen,_,VVINF,lassen,lassen
148,oder,_,KON,oder,oder
149,wirst,_,VAFIN,werden,wirst
150,du,_,PPER,du,du
151,das,_,PDS,der,das
152,in,_,APPR,in,in
153,Ordnung,_,NN,Ordnung,Ordnung
154,bringen,_,VVINF,bringen,bringen
155,?,_,$.,?,?
156,Bist,_,VAFIN,sein,Bist
157,du,_,PPER,du,du
158,glücklich,_,ADJD,glücklich,glücklich
159,?,_,$.,?,?
160,Ja,_,PTKANT,ja,Ja
161,.,_,$.,.,.
162,-,_,$(,-,-
163,Es,_,PPER,es,Es
164,ist,_,VAFIN,sein,ist
165,nett,_,ADJD,nett,nett
166,von,_,APPR,von,von
167,dir,_,PPER,du,dir
168,",",_,"$,",",",","
169,dass,_,KOUS,dass,dass
170,du,_,PPER,du,du
171,hilfst,_,VVFIN,helfen,hilfst
172,.,_,$.,.,.
173,-,_,$(,-,-
174,Einmal,_,ADV,einmal,Einmal
175,ein,_,ART,ein,ein
176,Pfadfinder,_,NN,Pfadfinder,Pfadfinder
177,",",_,"$,",",",","
178,immer,_,ADV,immer,immer
179,ein,_,ART,ein,ein
180,Pfadfinder,_,NN,Pfadfinder,Pfadfinder
181,.,_,$.,.,.
182,-,_,$(,-,-
183,Du,_,PPER,du,Du
184,warst,_,VAFIN,sein,warst
185,nie,_,ADV,nie,nie
186,ein,_,ART,ein,ein
187,Pfandfinder,_,NN,Pfadfinder,Pfandfinder
188,.,_,$.,.,.
189,-,_,$(,-,-
190,Offensichtlich,_,ADV,offensichtlich,Offensichtlich
191,habe,_,VAFIN,haben,habe
192,ich,_,PPER,ich,ich
193,mein,_,PPOSAT,mein,mein
194,...,_,$.,...,...
195,Verdienstabzeichen,_,NN,Verdienstabzeichen,Verdienstabzeichen
196,für,_,APPR,für,für
197,Biberfallen,_,NN,Biberfalle,Biberfallen
198,bekommen,_,VVPP,bekommen,bekommen
199,.,_,$.,.,.
200,-,_,$(,-,-
201,Konzentriere,_,VVIMP,konzentrieren,Konzentriere
202,dich,_,PRF,du,dich
203,lieber,_,ADV,lieber,lieber
204,da,_,ADV,da,da
205,drauf,_,PAV,drauf,drauf
206,.,_,$.,.,.
207,Kommt,_,VVIMP,kommen,Kommt
208,mit,_,APPR,mit,mit
209,mir,_,PPER,ich,mir
210,.,_,$.,.,.
211,Wisst,_,VVFIN,wissen,Wisst
212,ihr,_,PPER,ihr,ihr
213,",",_,"$,",",",","
214,wie,_,PWAV,wie,wie
215,wertvoll,_,ADJD,wertvoll,wertvoll
216,diese,_,PDAT,dieser,diese
217,Mohnblumen,_,NN,Mohnblume,Mohnblumen
218,waren,_,VAFIN,sein,waren
219,?,_,$.,?,?
220,In,_,APPR,in,In
221,Rauch,_,NN,Rauch,Rauch
222,aufgegangen,_,VVPP,aufgehen,aufgegangen
223,.,_,$.,.,.
224,-,_,$(,-,-
225,Was,_,PWS,was,Was
226,?,_,$.,?,?
227,Hat,_,VAFIN,haben,Hat
228,sie,_,PPER,sie,sie
229,jemand,_,PIS,jemand,jemand
230,angezündet,_,VVPP,anzünden,angezündet
231,?,_,$.,?,?
232,-,_,$(,-,-
233,Ja,_,PTKANT,ja,Ja
234,.,_,$.,.,.
235,Betrunkene,_,ADJA,betrunken,Betrunkene
236,irische,_,ADJA,irisch,irische
237,Familie,_,NN,Familie,Familie
238,",",_,"$,",",",","
239,die,_,ART,der,die
240,Straße,_,NN,Straße,Straße
241,hoch,_,ADV,hoch,hoch
242,.,_,$.,.,.
243,Die,_,ART,der,Die
244,O'Hallorans,_,NE,O'Halloran,O'Hallorans
245,.,_,$.,.,.
246,Warum,_,PWAV,warum,Warum
247,?,_,$.,?,?
248,Was,_,PWS,was,Was
249,hast,_,VAFIN,haben,hast
250,du,_,PPER,du,du
251,getan,_,VVPP,tun,getan
252,",",_,"$,",",",","
253,um,_,KOUI,um,um
254,sie,_,PPER,sie,sie
255,zu,_,PTKZU,zu,zu
256,verärgern,_,VVINF,verärgern,verärgern
257,?,_,$.,?,?
258,-,_,$(,-,-
259,Arbeitet,_,VVFIN,arbeiten,Arbeitet
260,sie,_,PPER,sie,sie
261,nicht,_,PTKNEG,nicht,nicht
262,für,_,APPR,für,für
263,dich,_,PPER,du,dich
264,",",_,"$,",",",","
265,Vince,_,NE,Vince,Vince
266,?,_,$.,?,?
267,-,_,$(,-,-
268,Ja,_,PTKANT,ja,Ja
269,",",_,"$,",",",","
270,allerdings,_,ADV,allerdings,allerdings
271,.,_,$.,.,.
272,Und,_,KON,und,Und
273,bei,_,APPR,bei,bei
274,E,_,NN,E,E
275,einfach,_,ADV,einfach,einfach
276,den,_,ART,der,den
277,Hörer,_,NN,Hörer,Hörer
278,aufzulegen,_,VVIZU,auflegen,aufzulegen
279,",",_,"$,",",",","
280,muss,_,VMFIN,müssen,muss
281,ziemlich,_,ADV,ziemlich,ziemlich
282,entmannend,_,ADJD,entmannend,entmannend
283,gewesen,_,VAPP,sein,gewesen
284,sein,_,VAFIN,sein,sein
285,?,_,$.,?,?
286,Fühlte,_,VVFIN,fühlen,Fühlte
287,sich,_,PRF,sich,sich
288,an,_,PTKVZ,an,an
289,",",_,"$,",",",","
290,wie,_,KOUS,wie,wie
291,zum,_,APPRART,zu,zum
292,Direktor,_,NN,Direktor,Direktor
293,Reeve,_,NE,Reeve,Reeve
294,ins,_,APPRART,in,ins
295,Büro,_,NN,Büro,Büro
296,gerufen,_,VVPP,rufen,gerufen
297,zu,_,PTKZU,zu,zu
298,werden,_,VAINF,werden,werden
299,.,_,$.,.,.
300,Genauso,_,ADV,genauso,Genauso
301,wie,_,KOKOM,wie,wie
302,er,_,PPER,er,er
303,",",_,"$,",",",","
304,werde,_,VAFIN,werden,werde
305,ich,_,PPER,ich,ich
306,ihr,_,PPER,sie,ihr
307,sagen,_,VVINF,sagen,sagen
308,",",_,"$,",",",","
309,wie,_,PWAV,wie,wie
310,es,_,PPER,es,es
311,ist,_,VAFIN,sein,ist
312,.,_,$.,.,.
313,Mach,_,VVIMP,machen,Mach
314,das,_,PDS,der,das
315,bitte,_,PTKANT,bitte,bitte
316,",",_,"$,",",",","
317,denn,_,KON,denn,denn
318,ich,_,PPER,ich,ich
319,mag,_,VMFIN,mögen,mag
320,ihr,_,PPER,sie,ihr
321,nicht,_,PTKNEG,nicht,nicht
322,aus,_,APPR,aus,aus
323,dem,_,ART,der,dem
324,Weg,_,NN,Weg,Weg
325,gehen,_,VVINF,gehen,gehen
326,.,_,$.,.,.
327,Nein,_,PTKANT,nein,Nein
328,",",_,"$,",",",","
329,nein,_,PTKANT,nein,nein
330,.,_,$.,.,.
331,Kein,_,PIAT,kein,Kein
332,weiteres,_,ADJA,weiterer,weiteres
333,Ausweichen,_,NN,Ausweichen,Ausweichen
334,.,_,$.,.,.
335,Wir,_,PPER,wir,Wir
336,werden,_,VAFIN,werden,werden
337,ihr,_,PPER,sie,ihr
338,sagen,_,VVINF,sagen,sagen
339,",",_,"$,",",",","
340,wir,_,PPER,wir,wir
341,machen,_,VVFIN,machen,machen
342,keinen,_,PIAT,kein,keinen
343,Film,_,NN,Film,Film
344,über,_,APPR,über,über
345,irgendwas,_,PIS,irgendwas,irgendwas
346,",",_,"$,",",",","
347,bis,_,KOUS,bis,bis
348,die,_,ART,der,die
349,Kameras,_,NN,Kamera,Kameras
350,tatsächlich,_,ADV,tatsächlich,tatsächlich
351,für,_,APPR,für,für
352,"""",_,$(,"""",""""
353,Medellin,_,NE,Medellin,Medellin
354,"""",_,$(,"""",""""
355,anlaufen,_,VVFIN,anlaufen,anlaufen
356,.,_,$.,.,.
357,Sie,_,PPER,sie,Sie
358,wird,_,VAFIN,werden,wird
359,angepisst,_,ADJD,angepisst,angepisst
360,sein,_,VAINF,sein,sein
361,",",_,"$,",",",","
362,wenn,_,KOUS,wenn,wenn
363,sie,_,PPER,sie,sie
364,denkt,_,VVFIN,denken,denkt
365,",",_,"$,",",",","
366,du,_,PPER,du,du
367,nimmst,_,VVFIN,nehmen,nimmst
368,Ari,_,NE,Ari,Ari
369,ernst,_,PTKVZ,ernst,ernst
370,.,_,$.,.,.
371,Er,_,PPER,er,Er
372,sieht,_,VVFIN,sehen,sieht
373,wie,_,KOKOM,wie,wie
374,Frankenstein,_,NE,Frankenstein,Frankenstein
375,aus,_,PTKVZ,aus,aus
376,.,_,$.,.,.
377,Immerhin,_,ADV,immerhin,Immerhin
378,läuft,_,VVFIN,laufen,läuft
379,er,_,PPER,er,er
380,ohne,_,APPR,ohne,ohne
381,Krücken,_,NN,Krücke,Krücken
382,.,_,$.,.,.
383,Ja,_,PTKANT,ja,Ja
384,",",_,"$,",",",","
385,ich,_,PPER,ich,ich
386,dachte,_,VVFIN,denken,dachte
387,",",_,"$,",",",","
388,er,_,PPER,er,er
389,wäre,_,VAFIN,sein,wäre
390,glücklicher,_,ADJD,glücklich,glücklicher
391,darüber,_,PAV,darüber,darüber
392,.,_,$.,.,.
393,Ich,_,PPER,ich,Ich
394,bin,_,VAFIN,sein,bin
395,glücklicher,_,ADJD,glücklich,glücklicher
396,darüber,_,PAV,darüber,darüber
397,.,_,$.,.,.
398,Wie,_,PWAV,wie,Wie
399,geht,_,VVFIN,gehen,geht
400,es,_,PPER,es,es
401,dir,_,PPER,du,dir
402,",",_,"$,",",",","
403,Maggie,_,NE,Maggie,Maggie
404,?,_,$.,?,?
405,Langer,_,ADJA,lang,Langer
406,Tag,_,NN,Tag,Tag
407,.,_,$.,.,.
408,Sieht,_,VVFIN,sehen,Sieht
409,so,_,ADV,so,so
410,aus,_,PTKVZ,aus,aus
411,",",_,"$,",",",","
412,als,_,KOUS,als,als
413,fängt,_,VVFIN,fangen,fängt
414,mein,_,PPOSAT,mein,mein
415,Tag,_,NN,Tag,Tag
416,gerade,_,ADV,gerade,gerade
417,an,_,PTKVZ,an,an
418,.,_,$.,.,.
419,Hal,_,NE,Hal,Hal
420,.,_,$.,.,.
421,Was,_,PWS,was,Was
422,ich,_,PPER,ich,ich
423,sage,_,VVFIN,sagen,sage
424,ist,_,VAFIN,sein,ist
425,",",_,"$,",",",","
426,mit,_,APPR,mit,mit
427,dem,_,ART,der,dem
428,Militär,_,NN,Militär,Militär
429,ausgenommen,_,VVPP,ausnehmen,ausgenommen
430,sind,_,VAFIN,sein,sind
431,es,_,PPER,es,es
432,vielleicht,_,ADV,vielleicht,vielleicht
433,vier,_,CARD,vier,vier
434,Leute,_,NN,Leute,Leute
435,",",_,"$,",",",","
436,die,_,PRELS,der,die
437,genau,_,ADV,genau,genau
438,wissen,_,VVFIN,wissen,wissen
439,",",_,"$,",",",","
440,wie,_,KOUS,wie,wie
441,dieser,_,PDAT,dieser,dieser
442,Ort,_,NN,Ort,Ort
443,funktioniert,_,VVFIN,funktionieren,funktioniert
444,.,_,$.,.,.
445,-,_,$(,-,-
446,Die,_,ART,der,Die
447,Vaginoplastie,_,NN,Vaginoplastie,Vaginoplastie
448,.,_,$.,.,.
449,Wird,_,VAFIN,werden,Wird
450,die,_,ART,der,die
451,Vaginoplastie,_,NN,Vaginoplastie,Vaginoplastie
452,separat,_,ADJD,separat,separat
453,gemacht,_,VVPP,machen,gemacht
454,?,_,$.,?,?
455,Genau,_,ADV,genau,Genau
456,.,_,$.,.,.
457,Das,_,PDS,der,Das
458,wird,_,VAFIN,werden,wird
459,einzeln,_,ADJD,einzeln,einzeln
460,gemacht,_,VVPP,machen,gemacht
461,.,_,$.,.,.
462,Ich,_,PPER,ich,Ich
463,möchte,_,VMFIN,mögen,möchte
464,nicht,_,PTKNEG,nicht,nicht
465,mehr,_,ADV,mehr,mehr
466,als,_,KOKOM,als,als
467,nötig,_,ADJD,nötig,nötig
468,unter,_,APPR,unter,unter
469,Narkose,_,NN,Narkose,Narkose
470,gesetzt,_,VVPP,setzen,gesetzt
471,werden,_,VAINF,werden,werden
472,.,_,$.,.,.
473,Ich,_,PPER,ich,Ich
474,bekomme,_,VVFIN,bekommen,bekomme
475,eine,_,ART,ein,eine
476,Narkose,_,NN,Narkose,Narkose
477,",",_,"$,",",",","
478,und,_,KON,und,und
479,dann,_,ADV,dann,dann
480,noch,_,ADV,noch,noch
481,eine,_,PIS,einer,eine
482,?,_,$.,?,?
483,Es,_,PPER,es,Es
484,ist,_,VAFIN,sein,ist
485,ein,_,ART,ein,ein
486,schwerer,_,ADJA,schwer,schwerer
487,Eingriff,_,NN,Eingriff,Eingriff
488,mit,_,APPR,mit,mit
489,einer,_,ART,ein,einer
490,langen,_,ADJA,lang,langen
491,Rekonvaleszenz,_,NN,Rekonvaleszenz,Rekonvaleszenz
492,.,_,$.,.,.
493,Außerdem,_,PAV,außerdem,Außerdem
494,brauchen,_,VVFIN,brauchen,brauchen
495,wir,_,PPER,wir,wir
496,dafür,_,PAV,dafür,dafür
497,einen,_,ART,ein,einen
498,Spezialisten,_,NN,Spezialist,Spezialisten
499,.,_,$.,.,.
500,Aufregend,_,ADJD,aufregend,Aufregend
501,.,_,$.,.,.
502,Ja,_,PTKANT,ja,Ja
503,",",_,"$,",",",","
504,das,_,PDS,der,das
505,ist,_,VAFIN,sein,ist
506,es,_,PPER,es,es
507,in,_,APPR,in,in
508,der,_,ART,der,der
509,Tat,_,NN,Tat,Tat
510,.,_,$.,.,.
511,-,_,$(,-,-
512,Oh,_,ITJ,oh,Oh
513,Gott,_,NN,Gott,Gott
514,.,_,$.,.,.
515,Das,_,PDS,der,Das
516,reicht,_,VVFIN,reichen,reicht
517,",",_,"$,",",",","
518,Dad,_,NE,Dad,Dad
519,!,_,$.,!,!
520,Weißt,_,VVFIN,wissen,Weißt
521,du,_,PPER,du,du
522,",",_,"$,",",",","
523,wovon,_,PWAV,wovon,wovon
524,ich,_,PPER,ich,ich
525,rede,_,VVFIN,reden,rede
526,?,_,$.,?,?
527,-,_,$(,-,-
528,Verstehst,_,VVFIN,verstehen,Verstehst
529,du,_,PPER,du,du
530,mich,_,PPER,ich,mich
531,?,_,$.,?,?
532,-,_,$(,-,-
533,Dad,_,NE,Dad,Dad
534,",",_,"$,",",",","
535,das,_,PDS,der,das
536,reicht,_,VVFIN,reichen,reicht
537,!,_,$.,!,!
538,Ich,_,PPER,ich,Ich
539,gehe,_,VVFIN,gehen,gehe
540,",",_,"$,",",",","
541,ok,_,ADV,ok,ok
542,.,_,$.,.,.
543,Ok,_,ADV,ok,Ok
544,.,_,$.,.,.
545,Gut,_,ADJD,gut,Gut
546,.,_,$.,.,.
547,Warte,_,VVIMP,warten,Warte
548,...,_,$.,...,...
549,Ja,_,PTKANT,ja,Ja
550,",",_,"$,",",",","
551,die,_,ART,der,die
552,DVD,_,NN,DVD,DVD
553,.,_,$.,.,.
554,Okay,_,ADV,okay,Okay
555,",",_,"$,",",",","
556,ich,_,PPER,ich,ich
557,sehe,_,VVFIN,sehen,sehe
558,mal,_,ADV,mal,mal
559,nach,_,PTKVZ,nach,nach
560,",",_,"$,",",",","
561,ob,_,KOUS,ob,ob
562,wir,_,PPER,wir,wir
563,noch,_,ADV,noch,noch
564,gefrorene,_,ADJA,gefroren,gefrorene
565,Soja-Pizza,_,NN,Soja-Pizza,Soja-Pizza
566,haben,_,VAFIN,haben,haben
567,.,_,$.,.,.
568,Ausweise,_,NN,Ausweis,Ausweise
569,.,_,$.,.,.
570,-,_,$(,-,-
571,Hi,_,ITJ,hi,Hi
572,.,_,$.,.,.
573,Echt,_,ADV,echt,Echt
574,jetzt,_,ADV,jetzt,jetzt
575,?,_,$.,?,?
576,Ja,_,PTKANT,ja,Ja
577,",",_,"$,",",",","
578,Baby,_,NE,Baby,Baby
579,",",_,"$,",",",","
580,man,_,PIS,man,man
581,kann,_,VMFIN,können,kann
582,euer,_,PPOSAT,euer,euer
583,Alter,_,NN,Alter,Alter
584,kaum,_,ADV,kaum,kaum
585,noch,_,ADV,noch,noch
586,schätzen,_,VVINF,schätzen,schätzen
587,",",_,"$,",",",","
588,wisst,_,VVFIN,wissen,wisst
589,ihr,_,PPER,ihr,ihr
590,.,_,$.,.,.
591,Ja,_,PTKANT,ja,Ja
592,",",_,"$,",",",","
593,bitte,_,PTKANT,bitte,bitte
594,.,_,$.,.,.
595,-,_,$(,-,-
596,Der,_,ART,der,Der
597,Abend,_,NN,Abend,Abend
598,gefällt,_,VVFIN,gefallen,gefällt
599,mir,_,PPER,ich,mir
600,jetzt,_,ADV,jetzt,jetzt
601,schon,_,ADV,schon,schon
602,.,_,$.,.,.
603,Rachel,_,NE,Rachel,Rachel
604,?,_,$.,?,?
605,-,_,$(,-,-
606,Ja,_,PTKANT,ja,Ja
607,",",_,"$,",",",","
608,das,_,PDS,der,das
609,bin,_,VAFIN,sein,bin
610,ich,_,PPER,ich,ich
611,.,_,$.,.,.
612,-,_,$(,-,-
613,Vielen,_,PIAT,vieler,Vielen
614,Dank,_,NN,Dank,Dank
615,.,_,$.,.,.
616,Es,_,PPER,es,Es
617,gefällt,_,VVFIN,gefallen,gefällt
618,mir,_,PPER,ich,mir
619,viel,_,ADV,viel,viel
620,besser,_,ADJD,gut,besser
621,",",_,"$,",",",","
622,wenn,_,KOUS,wenn,wenn
623,wir,_,PPER,wir,wir
624,einer,_,ART,ein,einer
625,Meinung,_,NN,Meinung,Meinung
626,sind,_,VAFIN,sein,sind
627,.,_,$.,.,.
628,Ihnen,_,PPER,Sie,Ihnen
629,nicht,_,PTKNEG,nicht,nicht
630,?,_,$.,?,?
631,Der,_,ART,der,Der
632,Text,_,NN,Text,Text
633,des,_,ART,der,des
634,Kosst,_,NE,Kosst,Kosst
635,Amojan,_,NE,Amojan,Amojan
636,",",_,"$,",",",","
637,wie,_,KOUS,wie,wie
638,Sie,_,PPER,Sie,Sie
639,wünschten,_,VVFIN,wünschen,wünschten
640,.,_,$.,.,.
641,Sehr,_,ADV,sehr,Sehr
642,gut,_,ADJD,gut,gut
643,.,_,$.,.,.
644,Also,_,ADV,also,Also
645,?,_,$.,?,?
646,Legen,_,VVIMP,legen,Legen
647,Sie,_,PPER,Sie,Sie
648,ihn,_,PPER,er,ihn
649,auf,_,APPR,auf,auf
650,meinen,_,PPOSAT,mein,meinen
651,Schreibtisch,_,NN,Schreibtisch,Schreibtisch
652,.,_,$.,.,.
653,-,_,$(,-,-
654,Eminenz,_,NN,Eminenz,Eminenz
655,",",_,"$,",",",","
656,darf,_,VMFIN,dürfen,darf
657,ich,_,PPER,ich,ich
658,offen,_,ADJD,offen,offen
659,sprechen,_,VVINF,sprechen,sprechen
660,?,_,$.,?,?
661,-,_,$(,-,-
662,Wenn,_,KOUS,wenn,Wenn
663,es,_,PPER,es,es
664,sein,_,VAINF,sein,sein
665,muss,_,VMFIN,müssen,muss
666,.,_,$.,.,.
667,Dieses,_,PDAT,dieser,Dieses
668,Buch,_,NN,Buch,Buch
669,wurde,_,VAFIN,werden,wurde
670,seit,_,APPR,seit,seit
671,700,_,CARD,700,700
672,Jahren,_,NN,Jahr,Jahren
673,nicht,_,PTKNEG,nicht,nicht
674,mehr,_,ADV,mehr,mehr
675,aus,_,APPR,aus,aus
676,den,_,ART,der,den
677,Archiven,_,NN,Archiv,Archiven
678,geholt,_,VVPP,holen,geholt
679,.,_,$.,.,.
680,Was,_,PWS,was,Was
681,wollen,_,VMFIN,wollen,wollen
682,Sie,_,PPER,Sie,Sie
683,damit,_,PAV,damit,damit
684,sagen,_,VVINF,sagen,sagen
685,?,_,$.,?,?
686,Er,_,PPER,er,Er
687,hat,_,VAFIN,haben,hat
688,dich,_,PPER,du,dich
689,gebraucht,_,VVPP,brauchen,gebraucht
690,",",_,"$,",",",","
691,und,_,KON,und,und
692,du,_,PPER,du,du
693,hast,_,VAFIN,haben,hast
694,ihn,_,PPER,er,ihn
695,im,_,APPRART,in,im
696,Stich,_,NN,Stich,Stich
697,gelassen,_,VVPP,lassen,gelassen
698,.,_,$.,.,.
699,-,_,$(,-,-
700,Mom,_,NE,Mom,Mom
701,",",_,"$,",",",","
702,Dad,_,NE,Dad,Dad
703,",",_,"$,",",",","
704,helft,_,VVIMP,helfen,helft
705,mir,_,PPER,ich,mir
706,!,_,$.,!,!
707,-,_,$(,-,-
708,Schatz,_,NN,Schatz,Schatz
709,.,_,$.,.,.
710,Eddie,_,NE,Eddie,Eddie
711,wollte,_,VMFIN,wollen,wollte
712,den,_,ART,der,den
713,Brand,_,NN,Brand,Brand
714,in,_,APPR,in,in
715,sich,_,PRF,sich,sich
716,löschen,_,VVINF,löschen,löschen
717,",",_,"$,",",",","
718,indem,_,KOUS,indem,indem
719,er,_,PPER,er,er
720,in,_,APPR,in,in
721,den,_,ART,der,den
722,Fluss,_,NN,Fluss,Fluss
723,sprang,_,VVFIN,springen,sprang
724,.,_,$.,.,.
725,Siehst,_,VVFIN,sehen,Siehst
726,du,_,PPER,du,du
727,?,_,$.,?,?
728,Es,_,PPER,es,Es
729,ist,_,VAFIN,sein,ist
730,das,_,ART,der,das
731,Beste,_,NN,Beste,Beste
732,",",_,"$,",",",","
733,wenn,_,KOUS,wenn,wenn
734,wir,_,PPER,wir,wir
735,uns,_,PPER,wir,uns
736,in,_,APPR,in,in
737,diesen,_,PDAT,dieser,diesen
738,Dingen,_,NN,Ding,Dingen
739,nicht,_,PTKNEG,nicht,nicht
740,einmischen,_,VVFIN,einmischen,einmischen
741,.,_,$.,.,.
742,Aber,_,ADV,aber,Aber
743,er,_,PPER,er,er
744,kann,_,VMFIN,können,kann
745,nicht,_,PTKNEG,nicht,nicht
746,schwimmen,_,VVINF,schwimmen,schwimmen
747,.,_,$.,.,.
748,Du,_,PPER,du,Du
749,hast,_,VAFIN,haben,hast
750,es,_,PPER,es,es
751,ihm,_,PPER,er,ihm
752,nie,_,ADV,nie,nie
753,beigebracht,_,VVPP,beibringen,beigebracht
754,.,_,$.,.,.
755,Lass,_,VVIMP,lassen,Lass
756,ihn,_,PPER,er,ihn
757,das,_,PDS,der,das
758,lernen,_,VVINF,lernen,lernen
759,",",_,"$,",",",","
760,wie,_,KOUS,wie,wie
761,ich,_,PPER,ich,ich
762,es,_,PPER,es,es
763,tat,_,VVFIN,tun,tat
764,:,_,$.,:,:
765,auf,_,APPR,auf,auf
766,der,_,ART,der,der
767,Straße,_,NN,Straße,Straße
768,.,_,$.,.,.
769,Nächste,_,ADJA,nächster,Nächste
770,Woche,_,NN,Woche,Woche
771,bei,_,APPR,bei,bei
772,Völlig,_,ADV,völlig,Völlig
